Timecode,Month,Day,Hour,0.46[n/ml],0.66[n/ml],0.89[n/ml],1.15[n/ml],1.45[n/ml],1.85[n/ml],2.55[n/ml],3.5[n/ml],4.5[n/ml],5.75[n/ml],7.25[n/ml],9[n/ml],11[n/ml],13[n/ml],15[n/ml],16.5[n/ml],PM1[uq/m3],PM2.5[uq/m3],PM10[uq/m3],avg_DurationSample[s],avg_Flowrate[ml/s],NumberOfSamples,LONG,LAT,tempC,windspeedKmph,precipMM,RelHumidity%,visibility_km,pressure_mb,cloudcover%,HeatIndexC,DewPointC,sigWaveHeight_m,swellHeight_m,waterTempC,totConc[0.38-100um][n/ml]
7.41667,7,12,22,897’232,177’671,89’276.8,75’978.3,29’324.5,18’957,27’050.2,22’920.7,5’628.42,0,1’905.37,0,0,1’885.78,0,0,0.104668,0.275594,1.67346,2.96348,3.74652,46,-6.10402,49.535,17,6,0,78,10,1’028,19,17,13,0.6,0.6,16,555’266
7.41801,7,12,23,987’721,237’190,154’595,105’559,36’760.9,46’387.2,58’762,24’975,16’080.6,7’952.99,0,2’350.59,1’104.83,1’124.5,0,2’257.23,0.142877,0.43961,3.96519,3.05784,3.88297,74,-6.13376,49.5393,16,11,0,74,10,1’028,26,16,12,0.7,0.7,16,837’976
7.43952,7,13,15,2.43931e+07,7.86649e+06,6.24472e+06,2.54288e+06,622’608,261’603,171’002,71’207.3,24’843.8,2’571.01,2’623.94,2’417.72,2’520.17,0,0,4’951.07,4.72881,8.61172,14.581,3.02946,3.57757,37,-6.31268,49.9193,16,31,0.5,94,2,1’024,100,16,15,1,1.1,16,2.25492e+07
7.44489,7,13,19,731’533,131’566,87’686.1,57’490.8,18’616.4,23’310.2,28’354.2,4’797.75,2’367.96,2’305.15,0,1’234.43,1’206.99,0,1’255.83,0,0.0891253,0.241674,1.40909,2.98883,3.68325,77,-6.31262,49.9193,16,32,0.4,94,5,1’023,94,16,15,0.9,1.2,16,449’317
7.44624,7,13,20,678’647,91’662.1,51’490.3,20’043.2,10’610.5,4’672.75,12’946.7,0,1’185.05,0,1’169.62,0,0,0,0,0,0.0669553,0.115267,0.517543,3.00878,3.85554,74,-6.31266,49.9192,16,30,0.2,94,7,1’023,89,16,15,0.7,1.3,16,260’735
7.44758,7,13,21,683’750,111’715,43’697.6,34’294.1,6’825.16,6’541.1,4’647.66,939.789,944.869,0,0,0,0,0,0,0,0.0674769,0.127009,0.233574,3.01095,3.76105,95,-6.31267,49.9192,16,28,0,94,10,1’022,83,16,15,0.7,1.3,16,277’082
7.44892,7,13,22,1.0021e+06,125’378,80’174.1,24’151.9,14’286.3,7’125.45,8’281.07,1’156.68,0,1’172.02,0,0,0,0,1’162.77,0,0.0993399,0.164942,0.379286,3.0176,3.75613,75,-6.31269,49.9192,16,29,0,92,10,1’022,69,16,15,0.7,1.3,16,362’228
7.45027,7,13,23,2.1767e+06,383’337,239’748,88’700.9,29’124.4,37’377.2,17’322.6,7’392.92,1’209.1,3’781.47,1’195.89,1’151.83,0,0,0,0,0.2573,0.497613,1.92634,3.04627,3.59493,75,-6.31271,49.9192,16,31,0,90,10,1’022,54,16,14,0.9,1.4,16,1.06764e+06
7.45161,7,14,0,1.97015e+06,362’858,210’448,108’596,37’276,40’092.1,37’098.3,9’716.92,0,1’390.73,2’748.54,0,0,0,0,0,0.232656,0.511057,1.73804,2.95795,3.35411,73,-6.31269,49.9192,16,33,0,87,10,1’022,40,16,14,0.9,1.4,16,1.04288e+06
7.45296,7,14,1,1.99185e+06,314’678,181’938,79’653.4,28’147.9,28’520.9,27’173.1,3’969.21,2’670.16,0,0,1’390.92,0,0,0,0,0.216107,0.418426,1.40073,3.01218,3.20308,78,-6.31269,49.9192,16,30,0,88,10,1’021,60,16,14,0.9,1.4,16,884’249
7.4543,7,14,2,2.74143e+06,435’857,223’793,85’615.9,36’568.5,27’624,38’230.6,19’500.4,5’201.71,2’739.28,2’646.51,0,0,0,0,0,0.287973,0.506325,2.32365,3.01179,3.25205,78,-6.31272,49.9192,16,28,0,88,10,1’021,80,16,14,0.7,1.3,16,1.16575e+06
7.45565,7,14,3,4.0017e+06,645’836,358’743,114’633,39’125.5,31’801.5,28’520.7,6’922.43,2’686.34,0,1’476.22,0,1’316.38,0,0,0,0.43374,0.692804,1.5179,3.02413,3.10588,80,-6.3127,49.9192,16,26,0,88,10,1’020,100,16,14,0.7,1.3,16,1.6648e+06
7.45699,7,14,4,2.90394e+06,344’113,193’830,88’221.7,33’023.1,31’143.8,25’772.3,11’514.2,4’143.18,2’845.54,1’442.13,0,0,0,0,0,0.270846,0.497387,1.74747,3.02671,2.98228,79,-6.31278,49.9191,16,27,0,88,10,1’020,82,16,14,0.7,1.3,16,1.00689e+06
7.45833,7,14,5,2.72172e+06,338’135,159’739,88’789,34’102.2,31’342.8,30’343.4,6’833.73,2’703.51,2’579.71,0,0,0,0,0,0,0.248253,0.477086,1.27912,3.0242,3.02531,81,-6.31277,49.9192,16,28,0,87,10,1’020,65,16,13,0.9,1.4,16,942’821
7.45968,7,14,6,2.70099e+06,310’067,179’392,70’789.5,19’040.5,43’202.1,33’349.5,9’676.26,8’379.65,2’747.31,0,0,0,0,0,0,0.250754,0.480333,1.6601,3.01463,2.97744,82,-6.31271,49.9192,15,30,0,86,10,1’020,47,15,13,0.9,1.4,16,927’398
7.46102,7,14,7,3.51801e+06,375’260,198’481,100’873,39’038.6,52’168.8,36’096,14’301.7,5’846.45,2’812.56,0,0,0,0,0,0,0.309191,0.624535,1.81743,3.02075,2.88275,80,-6.31279,49.9192,15,29,0,85,10,1’020,64,15,13,0.9,1.4,16,1.13407e+06
7.46237,7,14,8,4.5466e+06,483’762,235’322,130’186,36’593.1,63’642.9,52’692,28’056.7,10’533.9,4’451.77,3’954.37,1’301.94,0,1’245.68,0,0,0.391331,0.763829,4.08146,3.02159,2.98171,82,-6.31277,49.9192,15,29,0.1,84,10,1’021,82,15,12,0.9,1.4,16,1.44307e+06
7.46371,7,14,9,2.30216e+06,299’061,151’680,90’231.2,37’990.1,39’860.3,27’123.3,11’137.5,6’748.79,5’189.93,4’085.44,1’268.03,1’355.33,0,0,0,0.218078,0.482879,3.10455,3.02388,3.10325,80,-6.31273,49.9192,15,28,0.1,84,10,1’021,99,15,12,0.9,1.4,16,893’809
7.46505,7,14,10,1.19152e+06,170’263,126’278,65’370.7,27’031.5,19’143.2,24’591.5,20’768.7,8’616.17,3’754.15,2’300.48,0,0,1’367.18,0,0,0.132905,0.290969,2.21335,3.02645,3.52211,76,-6.31275,49.9192,15,28,0.1,81,10,1’021,84,15,12,0.9,1.4,16,602’390
7.4664,7,14,11,763’332,148’179,72’822.2,33’729.7,15’634.7,29’890.3,22’004.5,6’116.11,5’499.48,2’380.87,1’640.8,0,0,0,0,0,0.0880123,0.238865,1.39306,3.01991,3.71368,114,-6.31275,49.9192,15,29,0.1,79,10,1’021,68,15,11,0.9,1.3,16,425’910
7.46774,7,14,12,625’132,87’588.2,63’264.1,20’101.2,11’896.9,14’928,16’922.3,10’895.5,4’178.13,6’590.36,2’516.83,0,0,0,0,857.952,0.0684353,0.152655,1.89995,3.01882,3.60082,110,-6.31278,49.9192,15,29,0.1,77,10,1’022,53,15,11,0.9,1.3,16,308’175
7.46909,7,14,13,2.67324e+06,759’619,362’297,125’114,68’518.3,39’649.1,53’272.9,12’767,8’993,8’310.3,1’794.5,1’759.4,0,853.834,0,0,0.384001,0.724134,3.75609,3.01231,3.46722,108,-6.31273,49.9192,15,28,0.1,77,10,1’022,48,15,11,0.9,1.3,16,1.82695e+06
7.47043,7,14,14,1.65031e+06,394’067,202’377,63’036.7,38’081.6,37’350.4,35’953.7,17’465.6,6’458.05,5’551.29,2’772.97,1’798.07,0,906.547,0,875.817,0.217851,0.452706,3.25584,3.01439,3.47206,107,-6.31275,49.9192,15,27,0,77,10,1’022,44,15,11,0.9,1.3,16,1.02455e+06
7.47177,7,14,15,813’187,146’450,78’650.4,45’691.8,17’930.7,22’038.8,18’991.5,7’006.93,6’888.77,4’445.05,1’812.41,933.187,0,903.26,0,867.838,0.0928423,0.230838,2.04,3.01654,3.54869,107,-6.31271,49.9192,15,26,0,77,10,1’022,39,15,11,0.9,1.3,16,445’453
7.47312,7,14,16,710’578,102’407,76’329.9,32’940.1,18’397.8,25’600.2,19’298,5’867.9,5’301.82,1’773.6,1’799.34,0,0,2’699.47,0,892.829,0.0798219,0.220147,1.30741,3.01896,3.50613,106,-6.31267,49.9192,15,28,0,79,10,1’022,48,15,11,0.9,1.3,16,373’130
7.47446,7,14,17,703’113,98’627.4,84’733.1,30’824.2,21’298.7,20’319.8,23’970.2,12’131.6,8’572.74,5’090.16,1’648.83,907.345,878.747,0,0,0,0.0819597,0.208059,2.27805,3.01917,3.60667,108,-6.31267,49.9192,15,30,0,80,10,1’021,56,15,12,0.9,1.3,16,390’963
7.47581,7,14,18,696’834,107’321,81’514.5,42’578.9,15’104.2,18’532,17’677.9,12’817.9,4’864.21,1’641.9,1’655.5,4’756.01,826.605,0,0,0,0.0815096,0.200918,3.18205,3.01072,3.76045,111,-6.31268,49.9192,15,33,0,81,10,1’021,65,15,12,0.9,1.3,16,390’800
7.47715,7,14,19,1.09185e+06,190’026,127’170,67’784,22’806.7,25’654.4,24’027.8,7’827.1,3’160.96,1’590.31,749.911,769.697,790.556,0,0,0,0.131173,0.306187,1.44202,3.00702,3.76316,114,-6.31271,49.9192,15,34,0,82,10,1’021,77,15,12,0.9,1.3,16,603’530
7.47849,7,14,20,789’207,150’553,102’729,59’079,29’580,41’504,35’174.1,14’813.4,6’594.57,9’213.71,911.935,1’786.07,0,939.878,0,0,0.100908,0.332782,3.06476,3.02418,3.66184,98,-6.31269,49.9192,15,35,0,83,10,1’021,88,15,12,1.1,1.4,16,553’787
7.47984,7,14,21,970’284,198’805,127’392,61’192.3,20’759.7,35’080.8,16’105.4,5’304.69,3’818.11,5’106.64,0,0,1’295.58,0,0,0,0.125899,0.324738,1.27389,3.01459,3.47595,74,-6.31269,49.9192,15,37,0,84,10,1’021,100,15,13,1.1,1.4,16,600’760
7.48118,7,14,22,1.68728e+06,286’993,136’684,76’970.9,42’164.3,31’335,15’494.1,13’613.1,0,7’859.7,0,0,1’609.3,1’292.24,0,0,0.17957,0.411608,1.63384,3,3.33896,77,-6.31268,49.9192,15,37,0.1,84,10,1’021,100,15,13,1.1,1.4,16,793’587
7.48253,7,14,23,1.39353e+06,247’571,146’263,80’015.9,50’205.6,48’413.2,26’267.6,4’065.61,6’593.73,8’250.4,1’393.59,0,0,0,0,0,0.162693,0.466069,2.19926,3.03592,3.27132,76,-6.31271,49.9192,15,38,0.1,83,10,1’021,100,15,13,1.1,1.5,16,781’732
7.48387,7,15,0,1.6476e+06,275’405,160’157,70’432.8,42’390.6,34’491.8,29’996.8,9’912.13,7’315.58,1’430.1,0,0,0,0,0,0,0.184371,0.422621,1.39643,2.97149,3.13973,74,-6.31267,49.9192,16,39,0.2,83,10,1’021,100,16,13,1.1,1.5,16,815’904
7.48522,7,15,1,1.48764e+06,222’260,145’934,59’938,32’981.6,35’232.2,21’830.9,11’882.8,1’483.64,0,1’274.3,0,0,0,0,1’278.22,0.16297,0.380047,1.16083,3.009,3.07725,80,-6.31268,49.9192,15,36,0.2,83,10,1’020,95,15,12,1.1,1.5,16,697’065
7.48656,7,15,2,1.95019e+06,317’313,167’754,111’527,46’607.5,55’368.6,27’730.9,19’831,7’218.11,3’168.94,0,0,1’375.89,0,0,0,0.208834,0.555235,1.9011,3.02632,3.00197,76,-6.31266,49.9192,15,33,0.1,83,10,1’019,90,15,12,0.9,1.6,16,966’730
7.4879,7,15,3,2.72322e+06,520’105,232’233,92’613.1,63’268.7,57’823.2,36’363.3,25’616.6,7’397.9,1’670.12,1’384.59,1’474.99,0,0,0,0,0.302949,0.669441,2.91755,3.02571,2.94468,77,-6.31272,49.9192,15,30,0.1,84,10,1’019,86,15,12,0.9,1.6,16,1.3429e+06
7.48925,7,15,4,2.5618e+06,341’083,182’242,82’954.3,37’220.8,24’653,26’912.3,22’793.8,1’802.26,6’838.95,0,0,0,0,0,0,0.248759,0.456087,1.96768,3.02409,2.86652,66,-6.31267,49.9192,15,29,0.1,83,10,1’019,82,15,12,0.9,1.6,16,975’260
7.49059,7,15,5,2.39585e+06,352’038,226’150,108’747,27’055.3,38’204.4,20’313.4,16’470.8,1’462.13,5’941.71,2’997.18,1’333.38,0,0,0,0,0.258581,0.514609,2.82797,3.02359,2.90538,78,-6.31272,49.9192,15,27,0.1,83,10,1’019,79,15,12,0.9,1.6,16,1.05929e+06
7.49194,7,15,6,2.36806e+06,368’166,176’105,125’261,26’005.9,35’970.5,36’343.9,11’974.7,7’560.62,0,1’624.03,0,0,0,0,1’675.39,0.241127,0.501453,1.77038,3.02462,2.87538,78,-6.31269,49.9192,15,26,0.1,83,10,1’019,76,15,12,0.9,1.6,16,1.03181e+06
7.49328,7,15,7,2.21293e+06,363’801,228’600,112’240,50’480.2,51’576.8,26’913.7,11’056.5,8’698.04,5’448.28,2’690.42,1’514.08,0,0,0,0,0.251715,0.592685,3.14614,3.02413,2.976,80,-6.31273,49.9192,15,25,0.1,83,10,1’019,73,15,12,0.9,1.6,16,1.11473e+06
7.49462,7,15,8,2.29891e+06,435’386,301’067,171’591,90’124,79’013.8,71’752.2,28’582.6,7’736.86,1’337.79,2’804.13,4’319.88,1’337.79,1’295.85,0,1’219.4,0.293719,0.835815,4.80722,3.02388,3.03137,80,-6.31268,49.9192,15,24,0,82,10,1’020,71,15,12,0.8,1.6,16,1.49129e+06
7.49597,7,15,9,1.51589e+06,294’503,208’033,128’962,58’517,75’041.9,65’473.4,24’490.7,9’839.87,3’598.95,2’329.35,1’185.01,0,1’151.25,0,0,0.198235,0.643803,3.50471,3.01793,3.3611,82,-6.31267,49.9192,15,22,0,82,10,1’020,68,15,12,0.8,1.6,16,1.07136e+06
7.49731,7,15,10,1.37439e+06,281’847,193’623,120’773,60’915.5,64’994.2,39’796.7,31’895.2,16’170.5,16’195.2,5’256.74,3’961.26,0,2’647.37,0,0,0.183564,0.592126,6.59487,2.99636,3.28429,77,-6.31268,49.9192,15,23,0,82,10,1’020,70,15,12,0.8,1.6,16,1.02164e+06
7.49866,7,15,11,1.25022e+06,282’347,193’812,115’281,54’316.5,57’892.1,46’927.4,17’474.8,1’332.45,3’903.61,1’362.15,0,0,1’357.83,0,0,0.177549,0.548459,2.07098,2.99744,3.25603,78,-6.31269,49.9192,15,23,0,81,10,1’020,71,15,12,0.7,1.5,16,953’556
7.5,7,15,12,1.13551e+06,244’905,167’875,115’376,52’612.4,60’092.8,35’917.4,22’024.8,10’015.5,7’712.07,3’838.96,1’239.86,0,0,0,0,0.156697,0.531786,3.82049,2.99718,3.35795,78,-6.31273,49.9192,15,24,0,80,10,1’021,73,15,12,0.7,1.5,16,878’307
7.50134,7,15,13,1.30853e+06,311’681,207’543,127’369,55’005.7,69’880.4,34’750,19’041,2’541.89,5’099.48,0,1’263.52,1’248.96,0,0,0,0.190244,0.610781,2.45118,2.99662,3.43792,77,-6.31271,49.9192,15,24,0,81,10,1’021,51,15,12,0.7,1.5,16,1.02567e+06
7.50269,7,15,14,1.81644e+06,530’998,402’741,201’156,72’162.6,64’430.4,67’109.4,32’658.6,11’302,2’563.13,3’889.82,1’357.17,2’480.16,0,0,1’219.54,0.320612,0.809801,4.21209,2.99974,3.48338,77,-6.31266,49.9192,16,24,0,81,10,1’021,29,16,12,0.7,1.4,16,1.71468e+06
7.50403,7,15,15,1.01311e+06,263’953,159’109,108’089,47’343,39’649,37’448.9,14’001.9,7’911.49,4’272.51,3’806.24,0,0,0,0,0,0.150064,0.443149,2.64215,2.99947,3.44197,76,-6.31267,49.9192,16,24,0,82,10,1’021,7,16,13,0.7,1.4,16,835’648
7.50538,7,15,16,754’282,153’788,117’477,79’463.4,48’245,40’319.4,27’386.2,14’700.8,11’580,2’604.53,1’326.42,5’098.44,0,0,0,0,0.104762,0.378307,3.9652,3.00219,3.46137,73,-6.31267,49.9192,16,27,0,85,10,1’021,28,16,13,0.7,1.4,16,606’751
7.50672,7,15,17,603’935,142’730,102’591,54’253.4,27’429.6,31’170.2,27’520,14’165,2’588.33,2’512.66,1’235.28,0,0,0,0,0,0.0900553,0.28052,1.45655,3.00541,3.46027,74,-6.31265,49.9192,16,30,0,87,10,1’021,49,16,14,0.9,1.4,16,496’251
7.50806,7,15,18,496’967,108’767,76’017.3,62’561,22’735.6,31’370.8,20’481,7’210.28,4’812.58,2’375.95,0,0,1’178.42,0,0,0,0.069681,0.259386,1.06478,3.0092,3.694,75,-6.31264,49.9192,16,32,0,90,10,1’021,70,16,15,0.9,1.4,16,407’191
7.50941,7,15,19,691’790,147’144,104’837,57’941.4,20’950.1,38’915.8,12’291.6,1’242.62,2’643.97,1’215.39,1’278.43,0,0,0,0,0,0.0961073,0.304452,0.940776,3.0056,3.59053,75,-6.31265,49.9192,16,32,0,91,10,1’022,79,16,15,0.9,1.4,16,484’567
7.51075,7,15,20,911’267,186’903,118’118,81’729.7,25’291.8,30’243.9,31’524.6,12’594,3’771.8,3’901.09,0,1’277.53,0,0,0,0,0.117902,0.323965,1.93463,3.00276,3.50526,76,-6.31265,49.9192,16,31,0,91,10,1’022,88,16,15,0.8,1.4,16,613’257
7.5121,7,15,21,1.11651e+06,226’059,132’538,66’262.8,28’017.6,41’050.6,23’080.2,9’012.27,1’283.17,5’136.9,0,0,0,0,0,0,0.139958,0.373005,1.34805,3.00038,3.37359,78,-6.31269,49.9192,17,30,0,91,10,1’022,98,17,15,0.8,1.4,16,672’399
7.51344,7,15,22,1.44972e+06,344’639,224’457,157’480,68’818.1,94’643.5,47’941.6,30’733.6,2’604.87,4’071.08,0,1’307.31,2’614.62,3’894.2,0,9’144.01,0.208551,0.75654,2.89041,2.99772,3.16291,79,-6.31269,49.9192,17,30,0,90,10,1’023,98,17,15,0.8,1.4,16,1.2009e+06
7.51478,7,15,23,1.06267e+06,126’697,95’226.4,64’622.2,19’373.1,24’413.7,17’560.5,7’584.99,1’402.96,1’449.11,0,0,0,0,0,0,0.108361,0.271993,0.805798,3.06757,3.06932,74,-6.31272,49.9192,17,30,0,89,10,1’023,99,17,15,0.9,1.4,16,466’691
7.51613,7,16,0,978’063,129’748,61’687.4,38’360.5,21’729.3,32’208.2,7’739.05,1’570.5,1’471.42,1’485.48,0,0,0,0,0,0,0.0924306,0.263865,0.584122,2.97764,3.03819,72,-6.3127,49.9192,17,30,0,89,10,1’023,100,17,15,0.9,1.4,16,388’430
7.51747,7,16,1,1.21179e+06,154’277,77’584,43’641.5,11’437.3,14’827.2,5’623.05,5’626.91,1’482.61,0,0,1’407.73,1’472.17,0,0,0,0.112968,0.215202,0.998988,3.02759,2.90557,79,-6.31268,49.9192,17,28,0,90,10,1’023,84,17,15,0.9,1.4,16,430’348
7.51882,7,16,2,1.3744e+06,160’337,86’274.1,50’443.9,29’893.8,19’043.2,16’308.2,4’089.54,4’017.74,1’386.77,0,0,0,0,0,1’311.21,0.125816,0.277043,0.839559,3.01778,3.0616,81,-6.31268,49.9192,16,25,0,91,10,1’022,68,16,15,1,1.4,16,498’922
7.52016,7,16,3,1.5839e+06,175’829,75’880.7,51’785.2,32’384.4,23’416.1,15’092,8’523.91,0,1’659.84,0,0,0,0,0,0,0.13549,0.30588,0.792755,3.02382,2.89309,68,-6.31273,49.9192,16,23,0,92,10,1’022,53,16,15,1,1.4,16,520’061
7.52151,7,16,4,1.9907e+06,198’160,122’550,50’656.8,22’780.4,20’696.8,13’523.6,1’379.72,0,0,0,0,0,0,0,0,0.176272,0.321102,0.469619,3.02662,2.93987,77,-6.31274,49.9192,16,24,0,91,10,1’022,53,16,15,1,1.4,16,606’020
7.52285,7,16,5,2.35043e+06,212’711,145’035,72’114.1,20’045.8,15’927.4,11’428,2’761.46,0,0,0,1’407.69,0,0,0,0,0.205455,0.347703,1.04534,3.0242,3.03099,81,-6.31278,49.9192,16,26,0,90,10,1’022,54,16,14,1,1.3,16,686’886
7.52419,7,16,6,2.70718e+06,230’804,98’166.2,47’432,24’357.4,17’001.9,14’281.2,4’284.64,3’078.25,2’803.7,0,1’381.47,0,0,0,0,0.208612,0.341632,1.51444,3.02405,2.95835,79,-6.31274,49.9192,16,27,0,89,10,1’023,55,16,14,1,1.3,16,652’203
7.52554,7,16,7,2.63702e+06,223’676,93’693.9,55’964.7,33’940.3,32’401.2,24’895.1,5’846.24,0,0,1’481.15,1’596.78,0,0,0,0,0.203365,0.408531,1.66055,3.02351,2.97519,77,-6.31276,49.9192,16,23,0,89,10,1’023,70,16,14,1,1.3,16,676’861
7.52688,7,16,8,1.80962e+06,152’062,115’724,69’115.9,14’034.3,40’776.6,11’216.4,2’651.5,0,2’668.6,0,0,0,0,0,0,0.158418,0.370227,0.792593,3.09949,3.11385,39,-6.31278,49.9192,16,19,0,90,10,1’024,85,16,14,0.9,1.3,16,566’667
7.52957,7,16,10,1.88954e+06,356’760,227’383,66’729.1,26’595.3,14’645.9,7’420.08,0,0,0,2’347.38,0,0,0,0,0,0.234391,0.378572,0.91114,2.95714,3.19571,42,-6.31287,49.9192,16,15,0,91,10,1’024,96,16,15,0.9,1.3,16,936’273
